,Unnamed: 0,id,label,chrom,start,end,Length,Hits,Hits per Kb,Reads,Hits_600_bp_upstream,Hits_600_bp_downstream,Neighbourhood Hits,Neighbourhood Index,Max Free Region,Freedom Index,target_seq_counts,600_bp_up_target_seq_counts,600_bp_down_target_seq_counts,target_per_bp,600_up_target_per_bp,600_down_target_per_bp,Hermes probability
294,312,CAGL0I04092g,0,ChrI_C_glabrata_CBS138,358157,360131,1975,13,6.58,448,11,13,295,0.11199999999999999,541,0.27399999999999997,203,62,58,0.1028,0.1033,0.0967,0.005
295,313,CAGL0I04180g,0,ChrI_C_glabrata_CBS138,366330,368316,1987,36,18.12,2296,8,2,254,0.35700000000000004,631,0.318,182,45,58,0.0916,0.075,0.0967,0.005
296,314,CAGL0I04246g,0,ChrI_C_glabrata_CBS138,376828,379194,2367,8,3.38,192,13,1,272,0.062,688,0.29100000000000004,226,30,57,0.0955,0.05,0.095,0.03
297,315,CAGL0I04664g,0,ChrI_C_glabrata_CBS138,416100,416981,882,5,5.67,84,9,1,199,0.142,345,0.391,82,72,79,0.09300000000000001,0.12,0.1317,0.045
298,316,CAGL0I04862g,0,ChrI_C_glabrata_CBS138,438060,443371,5312,8,1.51,47,4,15,227,0.033,3022,0.569,476,56,55,0.0896,0.0933,0.0917,0.26
299,317,CAGL0I05170g,0,ChrI_C_glabrata_CBS138,487084,493372,6289,118,18.76,6251,2,3,323,0.29,700,0.111,622,59,71,0.0989,0.0983,0.1183,0.0
300,318,CAGL0I05192g,0,ChrI_C_glabrata_CBS138,493365,495047,1683,7,4.16,82,2,8,227,0.092,893,0.531,168,77,54,0.0998,0.1283,0.09,0.16
301,319,CAGL0I05236g,0,ChrI_C_glabrata_CBS138,496392,498103,1712,11,6.43,215,8,0,222,0.145,582,0.34,149,51,55,0.087,0.085,0.0917,0.01
302,320,CAGL0I06116g,0,ChrI_C_glabrata_CBS138,582453,584941,2489,38,15.27,2067,11,10,456,0.16699999999999998,365,0.147,232,73,59,0.0932,0.1217,0.0983,0.0
303,321,CAGL0I06138g,0,ChrI_C_glabrata_CBS138,585823,588404,2582,9,3.49,145,1,22,437,0.04,788,0.305,274,60,49,0.1061,0.1,0.0817,0.055
304,322,CAGL0I06160g,0,ChrI_C_glabrata_CBS138,590653,591865,1213,4,3.3,167,20,13,406,0.040999999999999995,432,0.35600000000000004,93,52,72,0.0767,0.0867,0.12,0.09
305,323,CAGL0I06182g,0,ChrI_C_glabrata_CBS138,591420,594360,2941,63,21.42,1935,2,39,484,0.221,820,0.27899999999999997,260,26,52,0.0884,0.0433,0.0867,0.005
306,324,CAGL0I07183g,0,ChrI_C_glabrata_CBS138,689602,694476,4875,145,29.74,7152,7,5,467,0.318,451,0.09300000000000001,507,62,42,0.10400000000000001,0.1033,0.07,0.005
307,325,CAGL0I07491g,0,ChrI_C_glabrata_CBS138,719374,720593,1220,29,23.77,768,4,77,519,0.22899999999999998,205,0.168,121,61,51,0.0992,0.1017,0.085,0.0
308,326,CAGL0I07513g,0,ChrI_C_glabrata_CBS138,720679,725751,5073,149,29.37,11996,23,2,500,0.294,1237,0.244,482,61,65,0.095,0.1017,0.1083,0.0
309,327,CAGL0I07755g,0,ChrI_C_glabrata_CBS138,745534,748843,3310,34,10.27,1652,9,67,454,0.113,456,0.138,329,73,49,0.0994,0.1217,0.0817,0.01
310,328,CAGL0I08085g,0,ChrI_C_glabrata_CBS138,789983,790705,723,39,53.94,2471,28,15,876,0.308,125,0.17300000000000001,75,64,66,0.1037,0.1067,0.11,0.01
311,329,CAGL0I08195g,0,ChrI_C_glabrata_CBS138,797973,799820,1848,42,22.73,592,27,45,949,0.12,397,0.215,182,69,67,0.0985,0.115,0.1117,0.0
312,330,CAGL0I08503g,0,ChrI_C_glabrata_CBS138,831571,832350,780,15,19.23,219,26,74,402,0.239,166,0.213,38,50,41,0.0487,0.0833,0.0683,0.0
313,331,CAGL0I08855g,0,ChrI_C_glabrata_CBS138,860652,862383,1732,12,6.93,177,8,7,383,0.09,1523,0.879,164,58,55,0.0947,0.0967,0.0917,0.315
314,332,CAGL0I09130g,0,ChrI_C_glabrata_CBS138,882905,887770,4866,156,32.06,10085,4,1,444,0.361,345,0.071,435,35,66,0.0894,0.0583,0.11,0.015
315,333,CAGL0I09416g,0,ChrI_C_glabrata_CBS138,902881,904578,1698,12,7.07,356,11,10,310,0.114,677,0.39899999999999997,172,75,57,0.1013,0.125,0.095,0.005
316,334,CAGL0I09922g,0,ChrI_C_glabrata_CBS138,947526,949638,2113,38,17.98,2426,1,13,476,0.18899999999999997,264,0.125,216,70,54,0.1022,0.1167,0.09,0.0
317,335,CAGL0I10494g,0,ChrI_C_glabrata_CBS138,1036611,1038719,2109,66,31.29,3374,17,38,302,0.518,292,0.138,159,50,23,0.0754,0.0833,0.0383,0.005
318,336,CAGL0I10538g,0,ChrI_C_glabrata_CBS138,1042120,1043404,1285,11,8.56,162,10,14,281,0.152,303,0.23600000000000002,117,68,46,0.0911,0.1133,0.0767,0.0
319,337,CAGL0I10769g,0,ChrI_C_glabrata_CBS138,1064746,1066412,1667,49,29.39,1803,8,43,549,0.268,231,0.139,170,67,65,0.102,0.1117,0.1083,0.005
320,338,CAGL0I10945g,0,ChrI_C_glabrata_CBS138,1079166,1081956,2791,41,14.69,1131,4,4,277,0.265,696,0.249,247,43,51,0.0885,0.0717,0.085,0.0
321,339,CAGL0J00253g,0,ChrJ_C_glabrata_CBS138,15758,17567,1810,25,13.81,1006,13,38,299,0.231,272,0.15,182,66,48,0.1006,0.11,0.08,0.0
322,340,CAGL0J00539g,0,ChrJ_C_glabrata_CBS138,46917,48606,1690,33,19.53,1491,43,34,321,0.304,931,0.551,169,67,49,0.1,0.1117,0.0817,0.235
323,341,CAGL0J00803g,0,ChrJ_C_glabrata_CBS138,83124,87440,4317,39,9.03,9618,4,12,213,0.212,502,0.11599999999999999,365,57,33,0.0845,0.095,0.055,0.01
324,342,CAGL0J01595g,0,ChrJ_C_glabrata_CBS138,151557,154136,2580,91,35.27,7282,20,26,562,0.314,304,0.11800000000000001,209,45,51,0.081,0.075,0.085,0.0
325,343,CAGL0J02134g,0,ChrJ_C_glabrata_CBS138,211940,215735,3796,178,46.89,10853,44,52,1141,0.205,170,0.045,380,62,58,0.1001,0.1033,0.0967,0.005
326,344,CAGL0J02288g,0,ChrJ_C_glabrata_CBS138,223779,225507,1729,28,16.19,693,36,22,1037,0.078,280,0.162,178,82,76,0.1029,0.1367,0.1267,0.025
327,345,CAGL0J03058g,0,ChrJ_C_glabrata_CBS138,292197,294258,2062,77,37.34,5722,21,17,443,0.42100000000000004,260,0.126,104,48,18,0.0504,0.08,0.03,0.005
328,346,CAGL0J03366g,0,ChrJ_C_glabrata_CBS138,326678,327637,960,11,11.46,624,0,8,254,0.226,428,0.446,73,50,55,0.076,0.0833,0.0917,0.03
329,347,CAGL0J03454g,0,ChrJ_C_glabrata_CBS138,330664,334585,3922,17,4.33,300,6,0,252,0.086,792,0.20199999999999999,393,54,43,0.1002,0.09,0.0717,0.025
330,348,CAGL0J03608g,0,ChrJ_C_glabrata_CBS138,345489,347527,2039,17,8.34,261,13,16,189,0.221,515,0.253,165,56,39,0.0809,0.0933,0.065,0.005
331,349,CAGL0J03828g,0,ChrJ_C_glabrata_CBS138,365237,366786,1550,4,2.58,70,21,1,227,0.057,950,0.613,88,44,54,0.0568,0.0733,0.09,0.11
332,350,CAGL0J04290g,0,ChrJ_C_glabrata_CBS138,403485,405577,2093,45,21.5,2426,4,5,318,0.33799999999999997,454,0.217,223,59,57,0.1065,0.0983,0.095,0.005
333,351,CAGL0J04312g,0,ChrJ_C_glabrata_CBS138,405747,410794,5048,24,4.75,654,39,5,266,0.08900000000000001,1595,0.316,507,72,64,0.1004,0.12,0.1067,0.025
334,352,CAGL0J04356g,0,ChrJ_C_glabrata_CBS138,411513,413107,1595,7,4.39,150,4,6,185,0.11900000000000001,1122,0.703,163,68,67,0.1022,0.1133,0.1117,0.235
335,353,CAGL0J04400g,0,ChrJ_C_glabrata_CBS138,415169,416179,1011,14,13.85,539,2,8,223,0.31,688,0.6809999999999999,99,68,47,0.0979,0.1133,0.0783,0.24
336,355,CAGL0J05236g,0,ChrJ_C_glabrata_CBS138,504480,507148,2669,5,1.87,36,5,13,160,0.059000000000000004,1957,0.733,215,58,36,0.0806,0.0967,0.06,0.285
337,356,CAGL0J05874g,0,ChrJ_C_glabrata_CBS138,558640,559688,1049,10,9.53,394,14,11,272,0.175,260,0.248,112,47,51,0.1068,0.0783,0.085,0.02
338,358,CAGL0J06182g,0,ChrJ_C_glabrata_CBS138,585748,587831,2084,9,4.32,180,18,16,116,0.18600000000000003,507,0.243,177,65,53,0.0849,0.1083,0.0883,0.0
339,359,CAGL0J06490g,0,ChrJ_C_glabrata_CBS138,621533,622686,1154,17,14.73,337,22,1,132,0.5579999999999999,314,0.272,140,65,56,0.1213,0.1083,0.0933,0.01
340,360,CAGL0J06974g,0,ChrJ_C_glabrata_CBS138,667526,670310,2785,10,3.59,268,18,9,207,0.087,849,0.305,273,50,66,0.098,0.0833,0.11,0.05
341,361,CAGL0J07150g,0,ChrJ_C_glabrata_CBS138,688009,694793,6785,110,16.21,3899,11,10,382,0.212,1039,0.153,722,70,67,0.1064,0.1167,0.1117,0.005
342,362,CAGL0J07282g,0,ChrJ_C_glabrata_CBS138,702543,705938,3396,29,8.54,1379,3,13,280,0.152,846,0.249,292,50,61,0.086,0.0833,0.1017,0.0
343,363,CAGL0J07370g,0,ChrJ_C_glabrata_CBS138,713388,715847,2460,14,5.69,193,13,4,144,0.198,1065,0.433,264,70,72,0.1073,0.1167,0.12,0.105
344,365,CAGL0J07898g,0,ChrJ_C_glabrata_CBS138,770997,771464,468,3,6.41,109,12,3,108,0.297,224,0.479,45,59,80,0.0962,0.0983,0.1333,0.11
345,366,CAGL0J07942g,0,ChrJ_C_glabrata_CBS138,774670,778815,4146,18,4.34,347,8,10,106,0.205,1596,0.385,446,71,61,0.1076,0.1183,0.1017,0.04
346,367,CAGL0J08074g,0,ChrJ_C_glabrata_CBS138,794608,795811,1204,9,7.48,545,15,2,95,0.39299999999999996,259,0.215,124,68,69,0.10300000000000001,0.1133,0.115,0.01
347,368,CAGL0J08206g,0,ChrJ_C_glabrata_CBS138,809132,815324,6193,13,2.1,207,15,3,133,0.079,2421,0.391,606,72,64,0.0979,0.12,0.1067,0.07
348,369,CAGL0J08371g,0,ChrJ_C_glabrata_CBS138,833113,834981,1869,32,17.12,765,46,1,264,0.324,372,0.19899999999999998,204,51,67,0.1091,0.085,0.1117,0.04
349,370,CAGL0J08481g,0,ChrJ_C_glabrata_CBS138,844145,846064,1920,15,7.81,833,13,14,175,0.223,522,0.272,130,54,56,0.0677,0.09,0.0933,0.005
350,371,CAGL0J08569g,0,ChrJ_C_glabrata_CBS138,848188,849438,1251,3,2.4,6,12,7,191,0.063,447,0.35700000000000004,125,53,52,0.0999,0.0883,0.0867,0.065
351,372,CAGL0J08613g,0,ChrJ_C_glabrata_CBS138,853421,856558,3138,28,8.92,1884,9,8,209,0.213,858,0.273,238,35,55,0.0758,0.0583,0.0917,0.015
352,373,CAGL0J08712g,0,ChrJ_C_glabrata_CBS138,860748,862200,1453,7,4.82,190,7,15,184,0.131,615,0.423,123,64,45,0.0847,0.1067,0.075,0.055
353,374,CAGL0J08734g,0,ChrJ_C_glabrata_CBS138,862398,864924,2527,25,9.89,1319,12,12,190,0.26,381,0.151,200,56,57,0.0791,0.0933,0.095,0.005
354,377,CAGL0J08910g,0,ChrJ_C_glabrata_CBS138,879147,880924,1778,3,1.69,282,2,1,114,0.07400000000000001,1219,0.6859999999999999,167,60,60,0.0939,0.1,0.1,0.265
355,378,CAGL0J09416g,0,ChrJ_C_glabrata_CBS138,926917,927684,768,11,14.32,308,6,22,151,0.474,292,0.38,77,56,63,0.1003,0.0933,0.105,0.02
356,379,CAGL0J10120g,0,ChrJ_C_glabrata_CBS138,990524,993547,3024,9,2.98,732,8,27,155,0.096,1582,0.523,249,30,40,0.0823,0.05,0.0667,0.205
357,380,CAGL0J10274g,0,ChrJ_C_glabrata_CBS138,1003710,1006409,2700,4,1.48,128,5,5,180,0.040999999999999995,1684,0.624,266,66,62,0.0985,0.11,0.1033,0.215
358,381,CAGL0J10296g,0,ChrJ_C_glabrata_CBS138,1006001,1008094,2094,13,6.21,524,1,10,170,0.183,504,0.24100000000000002,191,57,47,0.0912,0.095,0.0783,0.0
359,382,CAGL0J10472g,0,ChrJ_C_glabrata_CBS138,1023303,1027623,4321,24,5.55,839,22,24,188,0.14800000000000002,1781,0.41200000000000003,424,57,58,0.0981,0.095,0.0967,0.045
360,383,CAGL0J10582g,0,ChrJ_C_glabrata_CBS138,1035136,1037672,2537,13,5.12,331,0,1,159,0.161,1070,0.42200000000000004,264,51,61,0.1041,0.085,0.1017,0.055
361,384,CAGL0J11308g,0,ChrJ_C_glabrata_CBS138,1099944,1102246,2303,4,1.74,117,23,6,189,0.046,741,0.322,189,44,63,0.0821,0.0733,0.105,0.035
362,385,CAGL0J11506g,0,ChrJ_C_glabrata_CBS138,1115665,1119314,3650,5,1.37,77,14,19,192,0.036000000000000004,2190,0.6,391,65,54,0.1071,0.1083,0.09,0.17
363,386,CAGL0J11748g,0,ChrJ_C_glabrata_CBS138,1143427,1145824,2398,21,8.76,840,10,31,309,0.142,370,0.154,200,62,70,0.0834,0.1033,0.1167,0.005
364,387,CAGL0J11770g,0,ChrJ_C_glabrata_CBS138,1147115,1149534,2420,34,14.05,854,37,24,342,0.205,305,0.126,232,64,59,0.0959,0.1067,0.0983,0.005
365,389,CAGL0K00363g,0,ChrK_C_glabrata_CBS138,38281,41964,3684,25,6.79,782,27,20,424,0.08,757,0.205,388,67,70,0.1053,0.1117,0.1167,0.025
366,390,CAGL0K00649g,0,ChrK_C_glabrata_CBS138,72402,74029,1628,28,17.2,1017,5,15,338,0.254,609,0.374,155,58,62,0.0952,0.0967,0.1033,0.065
367,391,CAGL0K00693g,0,ChrK_C_glabrata_CBS138,75127,79599,4473,80,17.89,6713,33,22,418,0.214,494,0.11,401,50,54,0.0896,0.0833,0.09,0.0
368,392,CAGL0K00715g,0,ChrK_C_glabrata_CBS138,78768,81302,2535,75,29.59,6367,14,3,329,0.45,425,0.168,220,46,64,0.0868,0.0767,0.1067,0.005
369,393,CAGL0K01331g,0,ChrK_C_glabrata_CBS138,120507,121849,1343,15,11.17,383,4,16,266,0.21,741,0.552,102,35,51,0.0759,0.0583,0.085,0.145
370,394,CAGL0K01463g,0,ChrK_C_glabrata_CBS138,127598,129567,1970,27,13.71,617,8,20,203,0.33799999999999997,286,0.145,191,59,46,0.09699999999999999,0.0983,0.0767,0.005
371,395,CAGL0K01507g,0,ChrK_C_glabrata_CBS138,131358,134683,3326,20,6.01,355,6,10,194,0.155,678,0.204,315,50,36,0.0947,0.0833,0.06,0.01
372,396,CAGL0K02145g,0,ChrK_C_glabrata_CBS138,189511,192395,2885,154,53.38,10652,6,13,461,0.579,382,0.132,243,44,54,0.0842,0.0733,0.09,0.005
373,397,CAGL0K02277g,0,ChrK_C_glabrata_CBS138,203647,205781,2135,19,8.9,453,12,4,275,0.162,702,0.32899999999999996,172,46,61,0.0806,0.0767,0.1017,0.02
374,398,CAGL0K02343g,0,ChrK_C_glabrata_CBS138,209340,213096,3757,54,14.37,2134,16,23,283,0.254,360,0.096,341,38,52,0.0908,0.0633,0.0867,0.0
375,399,CAGL0K02673g,0,ChrK_C_glabrata_CBS138,241046,246807,5762,265,45.99,17383,54,20,1114,0.20600000000000002,466,0.081,502,45,65,0.0871,0.075,0.1083,0.03
376,400,CAGL0K02827g,0,ChrK_C_glabrata_CBS138,254833,255719,887,24,27.06,589,82,19,1204,0.11199999999999999,136,0.153,82,75,71,0.0924,0.125,0.1183,0.01
377,401,CAGL0K03003g,0,ChrK_C_glabrata_CBS138,275713,283650,7938,261,32.88,14136,29,50,1164,0.141,331,0.042,793,51,55,0.0999,0.085,0.0917,0.005
378,402,CAGL0K03245g,0,ChrK_C_glabrata_CBS138,298136,299747,1612,25,15.51,804,6,3,350,0.222,457,0.28300000000000003,145,57,49,0.09,0.095,0.0817,0.005
379,403,CAGL0K03399g,0,ChrK_C_glabrata_CBS138,310438,313737,3300,57,17.27,3431,9,58,451,0.191,2253,0.6829999999999999,237,34,50,0.0718,0.0567,0.0833,0.205
380,404,CAGL0K03773g,0,ChrK_C_glabrata_CBS138,348851,350117,1267,8,6.31,76,16,3,313,0.10099999999999999,347,0.27399999999999997,107,69,57,0.0845,0.115,0.095,0.025
381,405,CAGL0K04037g,0,ChrK_C_glabrata_CBS138,372728,380232,7505,85,11.33,3142,29,29,531,0.107,632,0.084,719,42,54,0.0958,0.07,0.09,0.025
382,406,CAGL0K04169g,0,ChrK_C_glabrata_CBS138,384377,386566,2190,58,26.48,1789,19,1,466,0.284,232,0.106,219,50,64,0.1,0.0833,0.1067,0.0
383,407,CAGL0K04257g,0,ChrK_C_glabrata_CBS138,392088,393877,1790,15,8.38,595,10,19,584,0.07200000000000001,424,0.237,162,68,48,0.0905,0.1133,0.08,0.02
384,408,CAGL0K04279g,0,ChrK_C_glabrata_CBS138,397557,398475,919,7,7.62,111,37,6,538,0.071,407,0.44299999999999995,80,54,69,0.0871,0.09,0.115,0.06
385,409,CAGL0K04367g,0,ChrK_C_glabrata_CBS138,411880,414918,3039,71,23.36,4216,26,16,444,0.263,380,0.125,270,56,54,0.0888,0.0933,0.09,0.0
386,410,CAGL0K04455g,0,ChrK_C_glabrata_CBS138,421717,423142,1426,5,3.51,54,1,35,297,0.059000000000000004,580,0.40700000000000003,145,75,64,0.1017,0.125,0.1067,0.07
387,411,CAGL0K04543g,0,ChrK_C_glabrata_CBS138,431758,432377,620,5,8.06,67,7,8,271,0.149,249,0.402,60,46,63,0.0968,0.0767,0.105,0.025
388,412,CAGL0K04631g,0,ChrK_C_glabrata_CBS138,440571,444617,4047,71,17.54,3759,0,6,304,0.289,937,0.23199999999999998,414,70,52,0.1023,0.1167,0.0867,0.0
389,413,CAGL0K04697g,0,ChrK_C_glabrata_CBS138,453584,462185,8602,116,13.49,4505,4,7,377,0.179,638,0.07400000000000001,859,53,55,0.0999,0.0883,0.0917,0.005
390,414,CAGL0K05423g,0,ChrK_C_glabrata_CBS138,532400,534442,2043,14,6.85,804,8,1,183,0.187,552,0.27,179,37,59,0.0876,0.0617,0.0983,0.01
391,415,CAGL0K05577g,0,ChrK_C_glabrata_CBS138,544198,545856,1659,13,7.84,277,0,0,96,0.408,537,0.324,176,45,63,0.1061,0.075,0.105,0.035
392,416,CAGL0K05709g,0,ChrK_C_glabrata_CBS138,556657,560190,3534,9,2.55,264,10,37,376,0.034,857,0.243,330,58,63,0.0934,0.0967,0.105,0.065
393,417,CAGL0K05797g,0,ChrK_C_glabrata_CBS138,568433,569692,1260,37,29.37,1023,14,39,398,0.369,353,0.28,136,62,70,0.1079,0.1033,0.1167,0.01
394,418,CAGL0K05841g,0,ChrK_C_glabrata_CBS138,572658,577622,4965,46,9.26,1410,16,2,389,0.11900000000000001,1067,0.215,479,32,55,0.0965,0.0533,0.0917,0.0
395,419,CAGL0K06127g,0,ChrK_C_glabrata_CBS138,597610,598566,957,4,4.18,92,20,3,221,0.095,429,0.44799999999999995,90,42,64,0.094,0.07,0.1067,0.045
396,420,CAGL0K06193g,0,ChrK_C_glabrata_CBS138,600524,603536,3013,27,8.96,1004,0,0,272,0.165,1875,0.622,271,52,67,0.0899,0.0867,0.1117,0.31
397,421,CAGL0K06413g,0,ChrK_C_glabrata_CBS138,628570,629911,1342,6,4.47,219,15,4,123,0.182,574,0.428,117,58,64,0.0872,0.0967,0.1067,0.045
398,422,CAGL0K06479g,0,ChrK_C_glabrata_CBS138,636753,640708,3956,22,5.56,817,2,0,178,0.156,904,0.22899999999999998,373,50,46,0.0943,0.0833,0.0767,0.005
399,423,CAGL0K06963g,0,ChrK_C_glabrata_CBS138,678097,682127,4031,19,4.71,816,6,0,234,0.10099999999999999,2960,0.7340000000000001,424,72,55,0.1052,0.12,0.0917,0.205
400,424,CAGL0K06985g,0,ChrK_C_glabrata_CBS138,681713,684613,2901,30,10.34,1056,14,24,206,0.251,1264,0.436,297,59,55,0.1024,0.0983,0.0917,0.12
401,425,CAGL0K07161g,0,ChrK_C_glabrata_CBS138,703825,705358,1534,32,20.86,1208,0,4,231,0.452,409,0.267,153,63,56,0.0997,0.105,0.0933,0.0
402,426,CAGL0K07634g,0,ChrK_C_glabrata_CBS138,754238,756774,2537,3,1.18,80,1,27,295,0.02,1581,0.623,284,64,49,0.1119,0.1067,0.0817,0.32
403,427,CAGL0K08228g,0,ChrK_C_glabrata_CBS138,819310,820748,1439,13,9.03,294,7,4,178,0.254,712,0.495,151,66,61,0.1049,0.11,0.1017,0.145
404,428,CAGL0K08272g,0,ChrK_C_glabrata_CBS138,822581,824140,1560,11,7.05,496,9,23,170,0.207,361,0.231,148,67,63,0.0949,0.1117,0.105,0.005
405,429,CAGL0K08426g,0,ChrK_C_glabrata_CBS138,849636,851441,1806,18,9.97,431,5,18,222,0.22399999999999998,669,0.37,185,69,64,0.1024,0.115,0.1067,0.06
406,430,CAGL0K08624g,0,ChrK_C_glabrata_CBS138,868568,870420,1853,13,7.02,397,7,14,348,0.10099999999999999,522,0.282,162,48,57,0.0874,0.08,0.095,0.015
407,431,CAGL0K08668g,0,ChrK_C_glabrata_CBS138,875331,876083,753,6,7.97,371,33,6,412,0.09699999999999999,378,0.502,50,46,69,0.0664,0.0767,0.115,0.095
408,432,CAGL0K08690g,0,ChrK_C_glabrata_CBS138,876621,879191,2571,39,15.17,1873,4,38,477,0.159,1057,0.41100000000000003,215,68,43,0.0836,0.1133,0.0717,0.135
409,433,CAGL0K08756g,0,ChrK_C_glabrata_CBS138,881842,883056,1215,26,21.4,983,24,28,440,0.243,245,0.20199999999999999,92,40,68,0.0757,0.0667,0.1133,0.005
410,434,CAGL0K08998g,0,ChrK_C_glabrata_CBS138,898883,899623,741,4,5.4,92,0,0,93,0.29,289,0.39,80,77,64,0.10800000000000001,0.1283,0.1067,0.075
411,435,CAGL0K09372g,0,ChrK_C_glabrata_CBS138,925596,926871,1276,4,3.13,97,23,12,174,0.09,514,0.40299999999999997,113,50,69,0.0886,0.0833,0.115,0.045
412,436,CAGL0K09570g,0,ChrK_C_glabrata_CBS138,942375,945061,2687,10,3.72,149,0,4,127,0.147,909,0.33799999999999997,250,53,62,0.09300000000000001,0.0883,0.1033,0.085
413,437,CAGL0K09900g,0,ChrK_C_glabrata_CBS138,969061,969843,783,41,52.36,3934,7,13,148,1.7690000000000001,167,0.213,54,45,54,0.069,0.075,0.09,0.0
414,438,CAGL0K09944g,0,ChrK_C_glabrata_CBS138,972196,974221,2026,3,1.48,40,2,8,158,0.047,755,0.373,216,54,55,0.1066,0.09,0.0917,0.09
415,439,CAGL0K09988g,0,ChrK_C_glabrata_CBS138,977376,978746,1371,18,13.13,1823,0,0,146,0.45,502,0.366,112,48,43,0.0817,0.08,0.0717,0.09
416,440,CAGL0K10164g,0,ChrK_C_glabrata_CBS138,989755,990991,1237,7,5.66,967,3,22,145,0.195,332,0.268,93,51,58,0.0752,0.085,0.0967,0.03
417,441,CAGL0K10604g,0,ChrK_C_glabrata_CBS138,1029693,1031441,1749,9,5.15,149,3,9,225,0.114,1130,0.6459999999999999,165,61,41,0.0943,0.1017,0.0683,0.26
418,442,CAGL0K10846g,0,ChrK_C_glabrata_CBS138,1055425,1056657,1233,22,17.84,993,10,4,274,0.326,761,0.617,72,30,64,0.0584,0.05,0.1067,0.205
419,443,CAGL0K10868g,0,ChrK_C_glabrata_CBS138,1056759,1059386,2628,31,11.8,1204,9,45,280,0.21100000000000002,761,0.29,238,43,51,0.0906,0.0717,0.085,0.01
420,444,CAGL0K11209g,0,ChrK_C_glabrata_CBS138,1089251,1091104,1854,4,2.16,74,1,12,125,0.086,892,0.48100000000000004,152,39,49,0.08199999999999999,0.065,0.0817,0.1
421,445,CAGL0K11231g,0,ChrK_C_glabrata_CBS138,1091251,1092788,1538,6,3.9,68,13,1,126,0.155,634,0.41200000000000003,137,54,65,0.0891,0.09,0.1083,0.07
422,446,CAGL0K11396g,0,ChrK_C_glabrata_CBS138,1103734,1108641,4908,19,3.87,414,0,35,254,0.076,798,0.163,486,65,53,0.099,0.1083,0.0883,0.01
423,447,CAGL0K11902g,0,ChrK_C_glabrata_CBS138,1147777,1152298,4522,25,5.53,676,5,17,231,0.12,1222,0.27,442,30,48,0.0977,0.05,0.08,0.005
424,449,CAGL0K12254g,0,ChrK_C_glabrata_CBS138,1196947,1198261,1315,9,6.84,300,9,27,237,0.14400000000000002,286,0.217,121,65,47,0.092,0.1083,0.0783,0.005
425,450,CAGL0K12320g,0,ChrK_C_glabrata_CBS138,1201861,1204303,2443,6,2.46,161,2,10,234,0.052000000000000005,1308,0.535,207,72,60,0.0847,0.12,0.1,0.155
426,451,CAGL0K12430g,0,ChrK_C_glabrata_CBS138,1213976,1216110,2135,17,7.96,830,1,1,137,0.29100000000000004,486,0.228,232,73,65,0.1087,0.1217,0.1083,0.01
427,452,CAGL0K12540g,0,ChrK_C_glabrata_CBS138,1224345,1225334,990,6,6.06,153,8,3,213,0.142,345,0.348,92,70,66,0.0929,0.1167,0.11,0.015
428,453,CAGL0K12562g,0,ChrK_C_glabrata_CBS138,1233398,1240929,7532,61,8.1,4433,12,2,220,0.184,968,0.129,746,69,50,0.099,0.115,0.0833,0.015
429,454,CAGL0K12738g,0,ChrK_C_glabrata_CBS138,1262711,1264792,2082,14,6.72,413,2,30,330,0.102,719,0.345,205,67,51,0.0985,0.1117,0.085,0.08
430,455,CAGL0K12914g,0,ChrK_C_glabrata_CBS138,1277536,1279559,2024,18,8.89,848,16,1,301,0.14800000000000002,576,0.285,201,63,74,0.0993,0.105,0.1233,0.005
431,456,CAGL0L00583g,0,ChrL_C_glabrata_CBS138,71207,72769,1563,5,3.2,55,1,0,396,0.04,534,0.342,163,57,63,0.1043,0.095,0.105,0.05
432,457,CAGL0L00605g,0,ChrL_C_glabrata_CBS138,74939,76088,1150,9,7.83,506,13,46,401,0.098,807,0.7020000000000001,131,65,53,0.1139,0.1083,0.0883,0.3
433,458,CAGL0L00627g,0,ChrL_C_glabrata_CBS138,76286,80502,4217,88,20.87,6612,23,4,409,0.255,516,0.122,408,69,67,0.0968,0.115,0.1117,0.005
434,459,CAGL0L01001g,0,ChrL_C_glabrata_CBS138,115764,119884,4121,52,12.62,1751,2,2,314,0.201,1207,0.293,413,71,83,0.1002,0.1183,0.1383,0.08
435,460,CAGL0L01331g,0,ChrL_C_glabrata_CBS138,150609,152619,2011,13,6.46,125,22,10,150,0.215,581,0.289,151,65,53,0.0751,0.1083,0.0883,0.01
436,461,CAGL0L01463g,0,ChrL_C_glabrata_CBS138,164002,165327,1326,5,3.77,56,1,2,91,0.207,490,0.37,158,60,60,0.1192,0.1,0.1,0.065
437,462,CAGL0L01485g,0,ChrL_C_glabrata_CBS138,165093,167045,1953,12,6.14,162,2,1,133,0.231,762,0.39,176,70,53,0.0901,0.1167,0.0883,0.015
438,463,CAGL0L01551g,0,ChrL_C_glabrata_CBS138,172392,173936,1545,16,10.36,896,6,14,178,0.29100000000000004,656,0.425,133,53,70,0.0861,0.0883,0.1167,0.07
439,464,CAGL0L01727g,0,ChrL_C_glabrata_CBS138,183896,186396,2501,29,11.6,739,2,0,271,0.214,412,0.165,169,64,39,0.0676,0.1067,0.065,0.0
440,465,CAGL0L01771g,0,ChrL_C_glabrata_CBS138,196554,206870,10317,126,12.21,5320,9,16,320,0.191,955,0.09300000000000001,1041,59,54,0.1009,0.0983,0.09,0.0
