,"id","label","chrom","start","end","Length","Hits","Hits per Kb","Reads","Hits_600_bp_upstream","Hits_600_bp_downstream","Neighbourhood Hits","Neighbourhood Index","Max Free Region","Freedom Index","target_seq_counts","600_bp_up_target_seq_counts","600_bp_down_target_seq_counts","target_per_bp","600_up_target_per_bp","600_down_target_per_bp"
334,"CAGL0I09922g",0,"ChrI_C_glabrata_CBS138",947526,949638,2113,38,17.98,2426,1,13,476,0.189,264,0.125,216,70,54,0.1022,0.1167,0.09
335,"CAGL0I10494g",0,"ChrI_C_glabrata_CBS138",1036611,1038719,2109,66,31.29,3374,17,38,302,0.518,292,0.138,159,50,23,0.0754,0.0833,0.0383
336,"CAGL0I10538g",0,"ChrI_C_glabrata_CBS138",1042120,1043404,1285,11,8.56,162,10,14,281,0.152,303,0.236,117,68,46,0.0911,0.1133,0.0767
337,"CAGL0I10769g",0,"ChrI_C_glabrata_CBS138",1064746,1066412,1667,49,29.39,1803,8,43,549,0.268,231,0.139,170,67,65,0.102,0.1117,0.1083
338,"CAGL0I10945g",0,"ChrI_C_glabrata_CBS138",1079166,1081956,2791,41,14.69,1131,4,4,277,0.265,696,0.249,247,43,51,0.0885,0.0717,0.085
339,"CAGL0J00253g",0,"ChrJ_C_glabrata_CBS138",15758,17567,1810,25,13.81,1006,13,38,299,0.231,272,0.15,182,66,48,0.1006,0.11,0.08
340,"CAGL0J00539g",0,"ChrJ_C_glabrata_CBS138",46917,48606,1690,33,19.53,1491,43,34,321,0.304,931,0.551,169,67,49,0.1,0.1117,0.0817
341,"CAGL0J00803g",0,"ChrJ_C_glabrata_CBS138",83124,87440,4317,39,9.03,9618,4,12,213,0.212,502,0.116,365,57,33,0.0845,0.095,0.055
342,"CAGL0J01595g",0,"ChrJ_C_glabrata_CBS138",151557,154136,2580,91,35.27,7282,20,26,562,0.314,304,0.118,209,45,51,0.081,0.075,0.085
343,"CAGL0J02134g",0,"ChrJ_C_glabrata_CBS138",211940,215735,3796,178,46.89,10853,44,52,1141,0.205,170,0.045,380,62,58,0.1001,0.1033,0.0967
344,"CAGL0J02288g",0,"ChrJ_C_glabrata_CBS138",223779,225507,1729,28,16.19,693,36,22,1037,0.078,280,0.162,178,82,76,0.1029,0.1367,0.1267
345,"CAGL0J03058g",0,"ChrJ_C_glabrata_CBS138",292197,294258,2062,77,37.34,5722,21,17,443,0.421,260,0.126,104,48,18,0.0504,0.08,0.03
346,"CAGL0J03366g",0,"ChrJ_C_glabrata_CBS138",326678,327637,960,11,11.46,624,0,8,254,0.226,428,0.446,73,50,55,0.076,0.0833,0.0917
347,"CAGL0J03454g",0,"ChrJ_C_glabrata_CBS138",330664,334585,3922,17,4.33,300,6,0,252,0.086,792,0.202,393,54,43,0.1002,0.09,0.0717
348,"CAGL0J03608g",0,"ChrJ_C_glabrata_CBS138",345489,347527,2039,17,8.34,261,13,16,189,0.221,515,0.253,165,56,39,0.0809,0.0933,0.065
349,"CAGL0J03828g",0,"ChrJ_C_glabrata_CBS138",365237,366786,1550,4,2.58,70,21,1,227,0.057,950,0.613,88,44,54,0.0568,0.0733,0.09
350,"CAGL0J04290g",0,"ChrJ_C_glabrata_CBS138",403485,405577,2093,45,21.50,2426,4,5,318,0.338,454,0.217,223,59,57,0.1065,0.0983,0.095
351,"CAGL0J04312g",0,"ChrJ_C_glabrata_CBS138",405747,410794,5048,24,4.75,654,39,5,266,0.089,1595,0.316,507,72,64,0.1004,0.12,0.1067
352,"CAGL0J04356g",0,"ChrJ_C_glabrata_CBS138",411513,413107,1595,7,4.39,150,4,6,185,0.119,1122,0.703,163,68,67,0.1022,0.1133,0.1117
353,"CAGL0J04400g",0,"ChrJ_C_glabrata_CBS138",415169,416179,1011,14,13.85,539,2,8,223,0.31,688,0.681,99,68,47,0.0979,0.1133,0.0783
355,"CAGL0J05236g",0,"ChrJ_C_glabrata_CBS138",504480,507148,2669,5,1.87,36,5,13,160,0.059,1957,0.733,215,58,36,0.0806,0.0967,0.06
356,"CAGL0J05874g",0,"ChrJ_C_glabrata_CBS138",558640,559688,1049,10,9.53,394,14,11,272,0.175,260,0.248,112,47,51,0.1068,0.0783,0.085
358,"CAGL0J06182g",0,"ChrJ_C_glabrata_CBS138",585748,587831,2084,9,4.32,180,18,16,116,0.186,507,0.243,177,65,53,0.0849,0.1083,0.0883
359,"CAGL0J06490g",0,"ChrJ_C_glabrata_CBS138",621533,622686,1154,17,14.73,337,22,1,132,0.558,314,0.272,140,65,56,0.1213,0.1083,0.0933
360,"CAGL0J06974g",0,"ChrJ_C_glabrata_CBS138",667526,670310,2785,10,3.59,268,18,9,207,0.087,849,0.305,273,50,66,0.098,0.0833,0.11
361,"CAGL0J07150g",0,"ChrJ_C_glabrata_CBS138",688009,694793,6785,110,16.21,3899,11,10,382,0.212,1039,0.153,722,70,67,0.1064,0.1167,0.1117
362,"CAGL0J07282g",0,"ChrJ_C_glabrata_CBS138",702543,705938,3396,29,8.54,1379,3,13,280,0.152,846,0.249,292,50,61,0.086,0.0833,0.1017
363,"CAGL0J07370g",0,"ChrJ_C_glabrata_CBS138",713388,715847,2460,14,5.69,193,13,4,144,0.198,1065,0.433,264,70,72,0.1073,0.1167,0.12
365,"CAGL0J07898g",0,"ChrJ_C_glabrata_CBS138",770997,771464,468,3,6.41,109,12,3,108,0.297,224,0.479,45,59,80,0.0962,0.0983,0.1333
366,"CAGL0J07942g",0,"ChrJ_C_glabrata_CBS138",774670,778815,4146,18,4.34,347,8,10,106,0.205,1596,0.385,446,71,61,0.1076,0.1183,0.1017
367,"CAGL0J08074g",0,"ChrJ_C_glabrata_CBS138",794608,795811,1204,9,7.48,545,15,2,95,0.393,259,0.215,124,68,69,0.103,0.1133,0.115
368,"CAGL0J08206g",0,"ChrJ_C_glabrata_CBS138",809132,815324,6193,13,2.10,207,15,3,133,0.079,2421,0.391,606,72,64,0.0979,0.12,0.1067
369,"CAGL0J08371g",0,"ChrJ_C_glabrata_CBS138",833113,834981,1869,32,17.12,765,46,1,264,0.324,372,0.199,204,51,67,0.1091,0.085,0.1117
370,"CAGL0J08481g",0,"ChrJ_C_glabrata_CBS138",844145,846064,1920,15,7.81,833,13,14,175,0.223,522,0.272,130,54,56,0.0677,0.09,0.0933
371,"CAGL0J08569g",0,"ChrJ_C_glabrata_CBS138",848188,849438,1251,3,2.40,6,12,7,191,0.063,447,0.357,125,53,52,0.0999,0.0883,0.0867
372,"CAGL0J08613g",0,"ChrJ_C_glabrata_CBS138",853421,856558,3138,28,8.92,1884,9,8,209,0.213,858,0.273,238,35,55,0.0758,0.0583,0.0917
373,"CAGL0J08712g",0,"ChrJ_C_glabrata_CBS138",860748,862200,1453,7,4.82,190,7,15,184,0.131,615,0.423,123,64,45,0.0847,0.1067,0.075
374,"CAGL0J08734g",0,"ChrJ_C_glabrata_CBS138",862398,864924,2527,25,9.89,1319,12,12,190,0.26,381,0.151,200,56,57,0.0791,0.0933,0.095
377,"CAGL0J08910g",0,"ChrJ_C_glabrata_CBS138",879147,880924,1778,3,1.69,282,2,1,114,0.074,1219,0.686,167,60,60,0.0939,0.1,0.1
378,"CAGL0J09416g",0,"ChrJ_C_glabrata_CBS138",926917,927684,768,11,14.32,308,6,22,151,0.474,292,0.38,77,56,63,0.1003,0.0933,0.105
379,"CAGL0J10120g",0,"ChrJ_C_glabrata_CBS138",990524,993547,3024,9,2.98,732,8,27,155,0.096,1582,0.523,249,30,40,0.0823,0.05,0.0667
380,"CAGL0J10274g",0,"ChrJ_C_glabrata_CBS138",1003710,1006409,2700,4,1.48,128,5,5,180,0.041,1684,0.624,266,66,62,0.0985,0.11,0.1033
381,"CAGL0J10296g",0,"ChrJ_C_glabrata_CBS138",1006001,1008094,2094,13,6.21,524,1,10,170,0.183,504,0.241,191,57,47,0.0912,0.095,0.0783
382,"CAGL0J10472g",0,"ChrJ_C_glabrata_CBS138",1023303,1027623,4321,24,5.55,839,22,24,188,0.148,1781,0.412,424,57,58,0.0981,0.095,0.0967
383,"CAGL0J10582g",0,"ChrJ_C_glabrata_CBS138",1035136,1037672,2537,13,5.12,331,0,1,159,0.161,1070,0.422,264,51,61,0.1041,0.085,0.1017
384,"CAGL0J11308g",0,"ChrJ_C_glabrata_CBS138",1099944,1102246,2303,4,1.74,117,23,6,189,0.046,741,0.322,189,44,63,0.0821,0.0733,0.105
385,"CAGL0J11506g",0,"ChrJ_C_glabrata_CBS138",1115665,1119314,3650,5,1.37,77,14,19,192,0.036,2190,0.6,391,65,54,0.1071,0.1083,0.09
386,"CAGL0J11748g",0,"ChrJ_C_glabrata_CBS138",1143427,1145824,2398,21,8.76,840,10,31,309,0.142,370,0.154,200,62,70,0.0834,0.1033,0.1167
387,"CAGL0J11770g",0,"ChrJ_C_glabrata_CBS138",1147115,1149534,2420,34,14.05,854,37,24,342,0.205,305,0.126,232,64,59,0.0959,0.1067,0.0983
389,"CAGL0K00363g",0,"ChrK_C_glabrata_CBS138",38281,41964,3684,25,6.79,782,27,20,424,0.08,757,0.205,388,67,70,0.1053,0.1117,0.1167
390,"CAGL0K00649g",0,"ChrK_C_glabrata_CBS138",72402,74029,1628,28,17.20,1017,5,15,338,0.254,609,0.374,155,58,62,0.0952,0.0967,0.1033
391,"CAGL0K00693g",0,"ChrK_C_glabrata_CBS138",75127,79599,4473,80,17.89,6713,33,22,418,0.214,494,0.11,401,50,54,0.0896,0.0833,0.09
392,"CAGL0K00715g",0,"ChrK_C_glabrata_CBS138",78768,81302,2535,75,29.59,6367,14,3,329,0.45,425,0.168,220,46,64,0.0868,0.0767,0.1067
393,"CAGL0K01331g",0,"ChrK_C_glabrata_CBS138",120507,121849,1343,15,11.17,383,4,16,266,0.21,741,0.552,102,35,51,0.0759,0.0583,0.085
394,"CAGL0K01463g",0,"ChrK_C_glabrata_CBS138",127598,129567,1970,27,13.71,617,8,20,203,0.338,286,0.145,191,59,46,0.097,0.0983,0.0767
395,"CAGL0K01507g",0,"ChrK_C_glabrata_CBS138",131358,134683,3326,20,6.01,355,6,10,194,0.155,678,0.204,315,50,36,0.0947,0.0833,0.06
396,"CAGL0K02145g",0,"ChrK_C_glabrata_CBS138",189511,192395,2885,154,53.38,10652,6,13,461,0.579,382,0.132,243,44,54,0.0842,0.0733,0.09
397,"CAGL0K02277g",0,"ChrK_C_glabrata_CBS138",203647,205781,2135,19,8.90,453,12,4,275,0.162,702,0.329,172,46,61,0.0806,0.0767,0.1017
398,"CAGL0K02343g",0,"ChrK_C_glabrata_CBS138",209340,213096,3757,54,14.37,2134,16,23,283,0.254,360,0.096,341,38,52,0.0908,0.0633,0.0867
399,"CAGL0K02673g",0,"ChrK_C_glabrata_CBS138",241046,246807,5762,265,45.99,17383,54,20,1114,0.206,466,0.081,502,45,65,0.0871,0.075,0.1083
400,"CAGL0K02827g",0,"ChrK_C_glabrata_CBS138",254833,255719,887,24,27.06,589,82,19,1204,0.112,136,0.153,82,75,71,0.0924,0.125,0.1183
401,"CAGL0K03003g",0,"ChrK_C_glabrata_CBS138",275713,283650,7938,261,32.88,14136,29,50,1164,0.141,331,0.042,793,51,55,0.0999,0.085,0.0917
402,"CAGL0K03245g",0,"ChrK_C_glabrata_CBS138",298136,299747,1612,25,15.51,804,6,3,350,0.222,457,0.283,145,57,49,0.09,0.095,0.0817
403,"CAGL0K03399g",0,"ChrK_C_glabrata_CBS138",310438,313737,3300,57,17.27,3431,9,58,451,0.191,2253,0.683,237,34,50,0.0718,0.0567,0.0833
404,"CAGL0K03773g",0,"ChrK_C_glabrata_CBS138",348851,350117,1267,8,6.31,76,16,3,313,0.101,347,0.274,107,69,57,0.0845,0.115,0.095
405,"CAGL0K04037g",0,"ChrK_C_glabrata_CBS138",372728,380232,7505,85,11.33,3142,29,29,531,0.107,632,0.084,719,42,54,0.0958,0.07,0.09
406,"CAGL0K04169g",0,"ChrK_C_glabrata_CBS138",384377,386566,2190,58,26.48,1789,19,1,466,0.284,232,0.106,219,50,64,0.1,0.0833,0.1067
407,"CAGL0K04257g",0,"ChrK_C_glabrata_CBS138",392088,393877,1790,15,8.38,595,10,19,584,0.072,424,0.237,162,68,48,0.0905,0.1133,0.08
408,"CAGL0K04279g",0,"ChrK_C_glabrata_CBS138",397557,398475,919,7,7.62,111,37,6,538,0.071,407,0.443,80,54,69,0.0871,0.09,0.115
409,"CAGL0K04367g",0,"ChrK_C_glabrata_CBS138",411880,414918,3039,71,23.36,4216,26,16,444,0.263,380,0.125,270,56,54,0.0888,0.0933,0.09
410,"CAGL0K04455g",0,"ChrK_C_glabrata_CBS138",421717,423142,1426,5,3.51,54,1,35,297,0.059,580,0.407,145,75,64,0.1017,0.125,0.1067
411,"CAGL0K04543g",0,"ChrK_C_glabrata_CBS138",431758,432377,620,5,8.06,67,7,8,271,0.149,249,0.402,60,46,63,0.0968,0.0767,0.105
412,"CAGL0K04631g",0,"ChrK_C_glabrata_CBS138",440571,444617,4047,71,17.54,3759,0,6,304,0.289,937,0.232,414,70,52,0.1023,0.1167,0.0867
413,"CAGL0K04697g",0,"ChrK_C_glabrata_CBS138",453584,462185,8602,116,13.49,4505,4,7,377,0.179,638,0.074,859,53,55,0.0999,0.0883,0.0917
414,"CAGL0K05423g",0,"ChrK_C_glabrata_CBS138",532400,534442,2043,14,6.85,804,8,1,183,0.187,552,0.27,179,37,59,0.0876,0.0617,0.0983
415,"CAGL0K05577g",0,"ChrK_C_glabrata_CBS138",544198,545856,1659,13,7.84,277,0,0,96,0.408,537,0.324,176,45,63,0.1061,0.075,0.105
416,"CAGL0K05709g",0,"ChrK_C_glabrata_CBS138",556657,560190,3534,9,2.55,264,10,37,376,0.034,857,0.243,330,58,63,0.0934,0.0967,0.105
417,"CAGL0K05797g",0,"ChrK_C_glabrata_CBS138",568433,569692,1260,37,29.37,1023,14,39,398,0.369,353,0.28,136,62,70,0.1079,0.1033,0.1167
418,"CAGL0K05841g",0,"ChrK_C_glabrata_CBS138",572658,577622,4965,46,9.26,1410,16,2,389,0.119,1067,0.215,479,32,55,0.0965,0.0533,0.0917
419,"CAGL0K06127g",0,"ChrK_C_glabrata_CBS138",597610,598566,957,4,4.18,92,20,3,221,0.095,429,0.448,90,42,64,0.094,0.07,0.1067
420,"CAGL0K06193g",0,"ChrK_C_glabrata_CBS138",600524,603536,3013,27,8.96,1004,0,0,272,0.165,1875,0.622,271,52,67,0.0899,0.0867,0.1117
421,"CAGL0K06413g",0,"ChrK_C_glabrata_CBS138",628570,629911,1342,6,4.47,219,15,4,123,0.182,574,0.428,117,58,64,0.0872,0.0967,0.1067
422,"CAGL0K06479g",0,"ChrK_C_glabrata_CBS138",636753,640708,3956,22,5.56,817,2,0,178,0.156,904,0.229,373,50,46,0.0943,0.0833,0.0767
423,"CAGL0K06963g",0,"ChrK_C_glabrata_CBS138",678097,682127,4031,19,4.71,816,6,0,234,0.101,2960,0.734,424,72,55,0.1052,0.12,0.0917
424,"CAGL0K06985g",0,"ChrK_C_glabrata_CBS138",681713,684613,2901,30,10.34,1056,14,24,206,0.251,1264,0.436,297,59,55,0.1024,0.0983,0.0917
425,"CAGL0K07161g",0,"ChrK_C_glabrata_CBS138",703825,705358,1534,32,20.86,1208,0,4,231,0.452,409,0.267,153,63,56,0.0997,0.105,0.0933
426,"CAGL0K07634g",0,"ChrK_C_glabrata_CBS138",754238,756774,2537,3,1.18,80,1,27,295,0.02,1581,0.623,284,64,49,0.1119,0.1067,0.0817
427,"CAGL0K08228g",0,"ChrK_C_glabrata_CBS138",819310,820748,1439,13,9.03,294,7,4,178,0.254,712,0.495,151,66,61,0.1049,0.11,0.1017
428,"CAGL0K08272g",0,"ChrK_C_glabrata_CBS138",822581,824140,1560,11,7.05,496,9,23,170,0.207,361,0.231,148,67,63,0.0949,0.1117,0.105
429,"CAGL0K08426g",0,"ChrK_C_glabrata_CBS138",849636,851441,1806,18,9.97,431,5,18,222,0.224,669,0.37,185,69,64,0.1024,0.115,0.1067
430,"CAGL0K08624g",0,"ChrK_C_glabrata_CBS138",868568,870420,1853,13,7.02,397,7,14,348,0.101,522,0.282,162,48,57,0.0874,0.08,0.095
431,"CAGL0K08668g",0,"ChrK_C_glabrata_CBS138",875331,876083,753,6,7.97,371,33,6,412,0.097,378,0.502,50,46,69,0.0664,0.0767,0.115
432,"CAGL0K08690g",0,"ChrK_C_glabrata_CBS138",876621,879191,2571,39,15.17,1873,4,38,477,0.159,1057,0.411,215,68,43,0.0836,0.1133,0.0717
433,"CAGL0K08756g",0,"ChrK_C_glabrata_CBS138",881842,883056,1215,26,21.40,983,24,28,440,0.243,245,0.202,92,40,68,0.0757,0.0667,0.1133
434,"CAGL0K08998g",0,"ChrK_C_glabrata_CBS138",898883,899623,741,4,5.40,92,0,0,93,0.29,289,0.39,80,77,64,0.108,0.1283,0.1067
435,"CAGL0K09372g",0,"ChrK_C_glabrata_CBS138",925596,926871,1276,4,3.13,97,23,12,174,0.09,514,0.403,113,50,69,0.0886,0.0833,0.115
436,"CAGL0K09570g",0,"ChrK_C_glabrata_CBS138",942375,945061,2687,10,3.72,149,0,4,127,0.147,909,0.338,250,53,62,0.093,0.0883,0.1033
437,"CAGL0K09900g",0,"ChrK_C_glabrata_CBS138",969061,969843,783,41,52.36,3934,7,13,148,1.769,167,0.213,54,45,54,0.069,0.075,0.09
438,"CAGL0K09944g",0,"ChrK_C_glabrata_CBS138",972196,974221,2026,3,1.48,40,2,8,158,0.047,755,0.373,216,54,55,0.1066,0.09,0.0917
439,"CAGL0K09988g",0,"ChrK_C_glabrata_CBS138",977376,978746,1371,18,13.13,1823,0,0,146,0.45,502,0.366,112,48,43,0.0817,0.08,0.0717
440,"CAGL0K10164g",0,"ChrK_C_glabrata_CBS138",989755,990991,1237,7,5.66,967,3,22,145,0.195,332,0.268,93,51,58,0.0752,0.085,0.0967
441,"CAGL0K10604g",0,"ChrK_C_glabrata_CBS138",1029693,1031441,1749,9,5.15,149,3,9,225,0.114,1130,0.646,165,61,41,0.0943,0.1017,0.0683
442,"CAGL0K10846g",0,"ChrK_C_glabrata_CBS138",1055425,1056657,1233,22,17.84,993,10,4,274,0.326,761,0.617,72,30,64,0.0584,0.05,0.1067
443,"CAGL0K10868g",0,"ChrK_C_glabrata_CBS138",1056759,1059386,2628,31,11.80,1204,9,45,280,0.211,761,0.29,238,43,51,0.0906,0.0717,0.085
444,"CAGL0K11209g",0,"ChrK_C_glabrata_CBS138",1089251,1091104,1854,4,2.16,74,1,12,125,0.086,892,0.481,152,39,49,0.082,0.065,0.0817
445,"CAGL0K11231g",0,"ChrK_C_glabrata_CBS138",1091251,1092788,1538,6,3.90,68,13,1,126,0.155,634,0.412,137,54,65,0.0891,0.09,0.1083
446,"CAGL0K11396g",0,"ChrK_C_glabrata_CBS138",1103734,1108641,4908,19,3.87,414,0,35,254,0.076,798,0.163,486,65,53,0.099,0.1083,0.0883
447,"CAGL0K11902g",0,"ChrK_C_glabrata_CBS138",1147777,1152298,4522,25,5.53,676,5,17,231,0.12,1222,0.27,442,30,48,0.0977,0.05,0.08
449,"CAGL0K12254g",0,"ChrK_C_glabrata_CBS138",1196947,1198261,1315,9,6.84,300,9,27,237,0.144,286,0.217,121,65,47,0.092,0.1083,0.0783
450,"CAGL0K12320g",0,"ChrK_C_glabrata_CBS138",1201861,1204303,2443,6,2.46,161,2,10,234,0.052,1308,0.535,207,72,60,0.0847,0.12,0.1
451,"CAGL0K12430g",0,"ChrK_C_glabrata_CBS138",1213976,1216110,2135,17,7.96,830,1,1,137,0.291,486,0.228,232,73,65,0.1087,0.1217,0.1083
452,"CAGL0K12540g",0,"ChrK_C_glabrata_CBS138",1224345,1225334,990,6,6.06,153,8,3,213,0.142,345,0.348,92,70,66,0.0929,0.1167,0.11
453,"CAGL0K12562g",0,"ChrK_C_glabrata_CBS138",1233398,1240929,7532,61,8.10,4433,12,2,220,0.184,968,0.129,746,69,50,0.099,0.115,0.0833
454,"CAGL0K12738g",0,"ChrK_C_glabrata_CBS138",1262711,1264792,2082,14,6.72,413,2,30,330,0.102,719,0.345,205,67,51,0.0985,0.1117,0.085
455,"CAGL0K12914g",0,"ChrK_C_glabrata_CBS138",1277536,1279559,2024,18,8.89,848,16,1,301,0.148,576,0.285,201,63,74,0.0993,0.105,0.1233
456,"CAGL0L00583g",0,"ChrL_C_glabrata_CBS138",71207,72769,1563,5,3.20,55,1,0,396,0.04,534,0.342,163,57,63,0.1043,0.095,0.105
457,"CAGL0L00605g",0,"ChrL_C_glabrata_CBS138",74939,76088,1150,9,7.83,506,13,46,401,0.098,807,0.702,131,65,53,0.1139,0.1083,0.0883
458,"CAGL0L00627g",0,"ChrL_C_glabrata_CBS138",76286,80502,4217,88,20.87,6612,23,4,409,0.255,516,0.122,408,69,67,0.0968,0.115,0.1117
459,"CAGL0L01001g",0,"ChrL_C_glabrata_CBS138",115764,119884,4121,52,12.62,1751,2,2,314,0.201,1207,0.293,413,71,83,0.1002,0.1183,0.1383
460,"CAGL0L01331g",0,"ChrL_C_glabrata_CBS138",150609,152619,2011,13,6.46,125,22,10,150,0.215,581,0.289,151,65,53,0.0751,0.1083,0.0883
461,"CAGL0L01463g",0,"ChrL_C_glabrata_CBS138",164002,165327,1326,5,3.77,56,1,2,91,0.207,490,0.37,158,60,60,0.1192,0.1,0.1
462,"CAGL0L01485g",0,"ChrL_C_glabrata_CBS138",165093,167045,1953,12,6.14,162,2,1,133,0.231,762,0.39,176,70,53,0.0901,0.1167,0.0883
463,"CAGL0L01551g",0,"ChrL_C_glabrata_CBS138",172392,173936,1545,16,10.36,896,6,14,178,0.291,656,0.425,133,53,70,0.0861,0.0883,0.1167
464,"CAGL0L01727g",0,"ChrL_C_glabrata_CBS138",183896,186396,2501,29,11.60,739,2,0,271,0.214,412,0.165,169,64,39,0.0676,0.1067,0.065
465,"CAGL0L01771g",0,"ChrL_C_glabrata_CBS138",196554,206870,10317,126,12.21,5320,9,16,320,0.191,955,0.093,1041,59,54,0.1009,0.0983,0.09
466,"CAGL0L01903g",0,"ChrL_C_glabrata_CBS138",219730,224745,5016,21,4.19,656,19,14,183,0.114,1267,0.253,476,29,37,0.0949,0.0483,0.0617
467,"CAGL0L02123g",0,"ChrL_C_glabrata_CBS138",247623,251747,4125,15,3.64,961,0,6,274,0.066,1574,0.382,371,63,55,0.0899,0.105,0.0917
468,"CAGL0L02299g",0,"ChrL_C_glabrata_CBS138",265753,268362,2610,22,8.43,414,7,31,177,0.238,815,0.312,189,51,42,0.0724,0.085,0.07
469,"CAGL0L02585g",0,"ChrL_C_glabrata_CBS138",303265,305887,2623,8,3.05,153,1,15,297,0.051,1199,0.457,245,65,66,0.0934,0.1083,0.11
470,"CAGL0L02651g",0,"ChrL_C_glabrata_CBS138",311897,315177,3281,71,21.64,4790,10,4,245,0.442,391,0.119,318,43,51,0.0969,0.0717,0.085
471,"CAGL0L02739g",0,"ChrL_C_glabrata_CBS138",321774,324826,3053,40,13.10,1333,11,4,359,0.182,566,0.185,293,62,47,0.096,0.1033,0.0783
472,"CAGL0L02761g",0,"ChrL_C_glabrata_CBS138",322514,324827,2314,30,12.96,1254,8,4,307,0.211,476,0.206,220,60,46,0.0951,0.1,0.0767
473,"CAGL0L02827g",0,"ChrL_C_glabrata_CBS138",330285,334008,3724,125,33.57,9942,1,0,268,0.626,683,0.183,363,62,48,0.0975,0.1033,0.08
474,"CAGL0L03091g",0,"ChrL_C_glabrata_CBS138",356069,358787,2719,27,9.93,253,8,46,370,0.134,486,0.179,236,57,32,0.0868,0.095,0.0533
475,"CAGL0L03135g",0,"ChrL_C_glabrata_CBS138",360386,366069,5684,44,7.74,3014,16,57,443,0.087,696,0.122,529,61,40,0.0931,0.1017,0.0667
476,"CAGL0L03157g",0,"ChrL_C_glabrata_CBS138",366957,367712,756,20,26.46,1166,43,22,498,0.266,204,0.27,57,47,56,0.0754,0.0783,0.0933
477,"CAGL0L03377g",0,"ChrL_C_glabrata_CBS138",384802,388636,3835,34,8.87,1224,14,31,359,0.123,971,0.253,342,56,31,0.0892,0.0933,0.0517
478,"CAGL0L03520g",0,"ChrL_C_glabrata_CBS138",403068,407537,4470,13,2.91,105,5,12,191,0.076,2692,0.602,419,68,58,0.0937,0.1133,0.0967
479,"CAGL0L03608g",0,"ChrL_C_glabrata_CBS138",414223,416984,2762,34,12.31,1217,18,16,256,0.24,535,0.194,221,66,39,0.08,0.11,0.065
480,"CAGL0L03674g",0,"ChrL_C_glabrata_CBS138",422463,425688,3226,78,24.18,2909,11,30,272,0.444,455,0.141,320,40,44,0.0992,0.0667,0.0733
481,"CAGL0L03696g",0,"ChrL_C_glabrata_CBS138",426329,428795,2467,19,7.70,1064,28,6,320,0.12,477,0.193,243,47,63,0.0985,0.0783,0.105
482,"CAGL0L03916g",0,"ChrL_C_glabrata_CBS138",448047,456206,8160,154,18.87,5637,5,25,534,0.177,682,0.084,782,62,60,0.0958,0.1033,0.1
483,"CAGL0L04290g",0,"ChrL_C_glabrata_CBS138",501263,503960,2698,14,5.19,693,10,9,160,0.162,619,0.229,251,58,67,0.093,0.0967,0.1117
484,"CAGL0L04400g",0,"ChrL_C_glabrata_CBS138",513589,517119,3531,52,14.73,2805,20,18,220,0.335,895,0.253,343,41,49,0.0971,0.0683,0.0817
485,"CAGL0L04576g",0,"ChrL_C_glabrata_CBS138",528827,531641,2815,32,11.37,1815,15,29,307,0.185,329,0.117,214,47,46,0.076,0.0783,0.0767
486,"CAGL0L05412g",0,"ChrL_C_glabrata_CBS138",596135,597636,1502,12,7.99,514,1,45,298,0.134,489,0.326,116,55,47,0.0772,0.0917,0.0783
487,"CAGL0L05632g",0,"ChrL_C_glabrata_CBS138",611940,614848,2909,8,2.75,222,12,26,211,0.065,2181,0.75,258,61,59,0.0887,0.1017,0.0983
488,"CAGL0L06028g",0,"ChrL_C_glabrata_CBS138",677489,679287,1799,18,10.01,397,42,31,424,0.118,461,0.256,149,46,52,0.0828,0.0767,0.0867
489,"CAGL0L06072g",0,"ChrL_C_glabrata_CBS138",681292,683734,2443,19,7.78,601,0,11,415,0.094,905,0.37,263,62,51,0.1077,0.1033,0.085
490,"CAGL0L06138g",0,"ChrL_C_glabrata_CBS138",697297,699714,2418,12,4.96,198,32,40,532,0.047,507,0.21,207,51,59,0.0856,0.085,0.0983
491,"CAGL0L06226g",0,"ChrL_C_glabrata_CBS138",705481,708448,2968,40,13.48,995,22,17,391,0.172,636,0.214,279,52,53,0.094,0.0867,0.0883
492,"CAGL0L06336g",0,"ChrL_C_glabrata_CBS138",714274,717074,2801,26,9.28,507,3,5,387,0.12,385,0.137,315,59,64,0.1125,0.0983,0.1067
493,"CAGL0L06424g",0,"ChrL_C_glabrata_CBS138",727017,730090,3074,46,14.96,1762,14,22,341,0.219,280,0.091,272,42,64,0.0885,0.07,0.1067
494,"CAGL0L06776g",0,"ChrL_C_glabrata_CBS138",763477,766248,2772,66,23.81,8168,1,27,388,0.307,493,0.178,274,67,40,0.0988,0.1117,0.0667
495,"CAGL0L06798g",0,"ChrL_C_glabrata_CBS138",766687,767979,1293,15,11.60,1098,42,35,313,0.185,369,0.285,102,50,37,0.0789,0.0833,0.0617
496,"CAGL0L06842g",0,"ChrL_C_glabrata_CBS138",771597,773915,2319,10,4.31,523,27,29,336,0.064,565,0.244,211,43,55,0.091,0.0717,0.0917
497,"CAGL0L07216g",0,"ChrL_C_glabrata_CBS138",801345,805547,4203,40,9.52,2246,20,0,140,0.34,356,0.085,359,59,59,0.0854,0.0983,0.0983
498,"CAGL0L07326g",0,"ChrL_C_glabrata_CBS138",810327,812132,1806,2,1.11,3,6,0,117,0.047,851,0.471,174,51,61,0.0963,0.085,0.1017
