,id,chrom,start,end,target_seq_counts,500bp_up_target_seq_counts,500bp_down_target_seq_counts,length,target_per_bp,up_target_per_bp,down_target_per_bp
2800,YHR082C,chrVIII,268459,271548,327,51,43,3090,0.105825242718,0.102,0.086
2801,YHR083W,chrVIII,272627,273616,81,46,53,990,0.0818181818182,0.092,0.106
2802,YHR084W,chrVIII,274174,276240,186,49,59,2067,0.0899854862119,0.098,0.118
2803,YHR085W,chrVIII,276764,277768,97,60,41,1005,0.0965174129353,0.12,0.082
2804,YHR086W,chrVIII,278153,279724,145,45,48,1572,0.0922391857506,0.09,0.096
2805,YHR086W-A,chrVIII,280231,280392,12,48,50,162,0.0740740740741,0.096,0.1
2806,YHR087W,chrVIII,280820,281155,30,48,50,336,0.0892857142857,0.096,0.1
2807,YHR088W,chrVIII,281495,282382,87,48,37,888,0.097972972973,0.096,0.074
2808,YHR089C,chrVIII,282681,283298,38,53,57,618,0.0614886731392,0.106,0.114
2809,YHR090C,chrVIII,283777,284625,72,58,51,849,0.0848056537102,0.116,0.102
2810,YHR091C,chrVIII,284839,286770,188,45,50,1932,0.0973084886128,0.09,0.1
2811,YHR092C,chrVIII,287081,288811,136,53,53,1731,0.0785673021375,0.106,0.106
2812,YHR093W,chrVIII,289142,289690,35,55,39,549,0.063752276867,0.11,0.078
2813,YHR094C,chrVIII,290913,292625,133,59,44,1713,0.0776415645067,0.118,0.088
2814,YHR095W,chrVIII,292943,293437,41,44,33,495,0.0828282828283,0.088,0.066
2815,YHR096C,chrVIII,294669,296447,148,50,44,1779,0.0831928049466,0.1,0.088
2816,YHR097C,chrVIII,297385,298609,91,34,42,1225,0.0742857142857,0.068,0.084
2817,YHR098C,chrVIII,299145,301934,277,40,37,2790,0.0992831541219,0.08,0.074
2818,YHR099W,chrVIII,302761,313995,1147,45,58,11235,0.102091677793,0.09,0.116
2819,YHR100C,chrVIII,314116,314673,61,45,56,558,0.109318996416,0.09,0.112
2820,YHR101C,chrVIII,314874,315968,116,58,43,1095,0.105936073059,0.116,0.086
2821,YHR102W,chrVIII,316572,319814,266,42,49,3243,0.082022818378,0.084,0.098
2822,YHR103W,chrVIII,320414,322972,240,48,54,2559,0.0937866354045,0.096,0.108
2823,YHR104W,chrVIII,323409,324392,89,53,40,984,0.0904471544715,0.106,0.08
2824,YHR105W,chrVIII,324766,325410,51,42,42,645,0.0790697674419,0.084,0.084
2825,YHR106W,chrVIII,325598,326626,92,47,43,1029,0.089407191448,0.094,0.086
2826,YHR107C,chrVIII,326813,328036,111,47,51,1224,0.0906862745098,0.094,0.102
2827,YHR108W,chrVIII,328303,330060,153,55,60,1758,0.0870307167235,0.11,0.12
2828,YHR109W,chrVIII,330310,332067,181,58,40,1758,0.102957906712,0.116,0.08
2829,YHR110W,chrVIII,332282,332920,47,43,50,639,0.0735524256651,0.086,0.1
2830,YHR111W,chrVIII,333072,334394,115,40,45,1323,0.0869236583522,0.08,0.09
2831,YHR112C,chrVIII,334527,335663,101,44,41,1137,0.0888302550572,0.088,0.082
2832,YHR113W,chrVIII,336337,337809,123,44,56,1473,0.0835030549898,0.088,0.112
2833,YHR114W,chrVIII,338083,339984,173,60,66,1902,0.0909568874869,0.12,0.132
2834,YHR115C,chrVIII,340109,341359,115,40,37,1251,0.0919264588329,0.08,0.074
2835,YHR116W,chrVIII,341665,342120,26,41,45,456,0.0570175438596,0.082,0.09
2836,YHR117W,chrVIII,342349,344268,160,47,55,1920,0.0833333333333,0.094,0.11
2837,YHR118C,chrVIII,344321,345628,121,45,55,1308,0.0925076452599,0.09,0.11
2838,YHR119W,chrVIII,346043,349285,307,50,48,3243,0.0946654332408,0.1,0.096
2839,YHR120W,chrVIII,349574,352453,281,49,55,2880,0.0975694444444,0.098,0.11
2840,YHR121W,chrVIII,352756,353319,48,50,50,564,0.0851063829787,0.1,0.1
2841,YHR122W,chrVIII,353625,354320,64,45,49,696,0.0919540229885,0.09,0.098
2842,YHR123W,chrVIII,354815,356081,119,49,44,1267,0.0939226519337,0.098,0.088
2843,YHR124W,chrVIII,356561,358444,192,43,69,1884,0.101910828025,0.086,0.138
2844,YHR125W,chrVIII,358858,359163,30,68,56,306,0.0980392156863,0.136,0.112
2845,YHR126C,chrVIII,359702,360181,31,59,55,480,0.0645833333333,0.118,0.11
2846,YHR127W,chrVIII,360913,361644,55,47,58,732,0.0751366120219,0.094,0.116
2847,YHR128W,chrVIII,362115,362765,59,54,47,651,0.0906298003072,0.108,0.094
2848,YHR129C,chrVIII,362999,364153,91,54,55,1155,0.0787878787879,0.108,0.11
2849,YHR130C,chrVIII,364965,365300,48,64,60,336,0.142857142857,0.128,0.12
2850,YHR131C,chrVIII,365340,367892,231,72,44,2553,0.090481786134,0.144,0.088
2851,YHR131W-A,chrVIII,367747,367992,23,49,49,246,0.0934959349593,0.098,0.098
2852,YHR132C,chrVIII,368502,369794,105,50,46,1293,0.0812064965197,0.1,0.092
2853,YHR132W-A,chrVIII,370054,370449,37,41,55,396,0.0934343434343,0.082,0.11
2854,YHR133C,chrVIII,370722,371597,88,61,47,876,0.100456621005,0.122,0.094
2855,YHR134W,chrVIII,371749,372558,63,60,48,810,0.0777777777778,0.12,0.096
2856,YHR135C,chrVIII,372694,374310,119,53,34,1617,0.0735930735931,0.106,0.068
2857,YHR136C,chrVIII,374654,375100,37,31,36,447,0.082774049217,0.062,0.072
2858,YHR137W,chrVIII,375709,377250,149,42,53,1542,0.0966277561608,0.084,0.106
2859,YHR137C-A,chrVIII,375738,376388,57,42,46,651,0.0875576036866,0.084,0.092
2860,YHR138C,chrVIII,377355,377699,36,62,42,345,0.104347826087,0.124,0.084
2861,YHR139C,chrVIII,378219,379199,84,42,41,981,0.085626911315,0.084,0.082
2862,YHR139C-A,chrVIII,380108,380419,28,39,54,312,0.0897435897436,0.078,0.108
2863,YHR140W,chrVIII,380572,381291,76,48,58,720,0.105555555556,0.096,0.116
2864,YHR141C,chrVIII,381990,382751,86,68,41,762,0.112860892388,0.136,0.082
2865,YHR142W,chrVIII,383538,384488,86,62,53,951,0.0904311251314,0.124,0.106
2866,YHR143W,chrVIII,385510,386487,79,48,63,978,0.0807770961145,0.096,0.126
2867,YHR143W-A,chrVIII,387233,387445,18,53,58,213,0.0845070422535,0.106,0.116
2868,YHR144C,chrVIII,387788,388726,86,54,49,939,0.0915867944622,0.108,0.098
2869,YHR145C,chrVIII,388981,389337,45,46,55,357,0.126050420168,0.092,0.11
2870,YHR146W,chrVIII,390300,391697,104,52,59,1398,0.0743919885551,0.104,0.118
2871,YHR147C,chrVIII,392639,393283,51,54,46,645,0.0790697674419,0.108,0.092
2872,YHR148W,chrVIII,393534,394085,52,39,59,552,0.0942028985507,0.078,0.118
2873,YHR149C,chrVIII,394455,396659,192,63,48,2205,0.087074829932,0.126,0.096
2874,YHR150W,chrVIII,397251,398990,167,52,57,1740,0.0959770114943,0.104,0.114
2875,YHR151C,chrVIII,399268,400848,144,54,54,1581,0.0910815939279,0.108,0.108
2876,YHR152W,chrVIII,401434,401955,50,53,65,522,0.095785440613,0.106,0.13
2877,YHR153C,chrVIII,402086,402682,71,55,45,597,0.118927973199,0.11,0.09
2878,YHR154W,chrVIII,402966,406178,332,44,59,3213,0.103330220977,0.088,0.118
2879,YHR155W,chrVIII,407103,410789,381,52,51,3687,0.103336045566,0.104,0.102
2880,YHR156C,chrVIII,411384,412406,99,50,47,1023,0.0967741935484,0.1,0.094
2881,YHR157W,chrVIII,412907,413455,39,47,69,549,0.0710382513661,0.094,0.138
2882,YHR158C,chrVIII,413685,417179,326,54,50,3495,0.0932761087268,0.108,0.1
2883,YHR159W,chrVIII,417549,419063,128,50,57,1515,0.0844884488449,0.1,0.114
2884,YHR160C,chrVIII,419221,420072,83,52,47,852,0.0974178403756,0.104,0.094
2885,YHR161C,chrVIII,420373,422286,164,52,45,1914,0.085684430512,0.104,0.09
2886,YHR162W,chrVIII,423072,423461,29,41,37,390,0.074358974359,0.082,0.074
2887,YHR163W,chrVIII,423724,424473,53,43,49,750,0.0706666666667,0.086,0.098
2888,YHR164C,chrVIII,424610,429178,449,46,54,4569,0.0982709564456,0.092,0.108
2889,YHR165C,chrVIII,429707,436948,674,53,50,7242,0.0930682132008,0.106,0.1
2890,YHR165W-A,chrVIII,436647,436958,18,51,50,312,0.0576923076923,0.102,0.1
2891,YHR166C,chrVIII,437170,439050,181,42,55,1881,0.0962254120149,0.084,0.11
2892,YHR167W,chrVIII,439342,440127,73,52,50,786,0.0928753180662,0.104,0.1
2893,YHR168W,chrVIII,440377,441933,143,55,55,1557,0.0918432883751,0.11,0.11
2894,YHR169W,chrVIII,442181,443476,111,59,47,1296,0.0856481481481,0.118,0.094
2895,YHR170W,chrVIII,443828,445384,139,45,65,1557,0.0892742453436,0.09,0.13
2896,YHR171W,chrVIII,445713,447605,211,53,60,1893,0.11146328579,0.106,0.12
2897,YHR172W,chrVIII,448335,450806,255,54,46,2472,0.103155339806,0.108,0.092
2898,YHR173C,chrVIII,450815,451153,29,46,40,339,0.0855457227139,0.092,0.08
2899,YHR174W,chrVIII,451327,452640,103,45,56,1314,0.0783866057839,0.09,0.112
2900,YHR175W,chrVIII,452872,453441,45,57,50,570,0.0789473684211,0.114,0.1
2901,YHR175W-A,chrVIII,453558,453707,15,45,44,150,0.1,0.09,0.088
2902,YHR176W,chrVIII,454229,455527,108,44,51,1299,0.0831408775982,0.088,0.102
2903,YHR177W,chrVIII,456591,457952,98,46,52,1362,0.071953010279,0.092,0.104
2904,YHR178W,chrVIII,459299,461530,189,37,55,2232,0.0846774193548,0.074,0.11
2905,YHR179W,chrVIII,462502,463704,91,52,55,1203,0.0756442227764,0.104,0.11
2906,YHR180W,chrVIII,465178,465669,40,48,57,492,0.0813008130081,0.096,0.114
2907,YHR180W-A,chrVIII,466932,467114,13,52,54,183,0.0710382513661,0.104,0.108
2908,YHR180C-B,chrVIII,466958,467062,7,50,52,105,0.0666666666667,0.1,0.104
2909,YHR181W,chrVIII,467228,467914,62,49,57,687,0.0902474526929,0.098,0.114
2910,YHR182W,chrVIII,468219,470576,234,52,34,2358,0.0992366412214,0.104,0.068
2911,YHR182C-A,chrVIII,470939,471412,34,32,43,474,0.0717299578059,0.064,0.086
2912,YHR183W,chrVIII,470960,472429,121,32,57,1470,0.0823129251701,0.064,0.114
2913,YHR184W,chrVIII,472744,474459,183,61,71,1716,0.106643356643,0.122,0.142
2914,YHR185C,chrVIII,474627,475340,79,56,52,714,0.110644257703,0.112,0.104
2915,YHR186C,chrVIII,475999,480672,474,54,54,4674,0.101412066752,0.108,0.108
2916,YHR187W,chrVIII,480990,481919,93,59,55,930,0.1,0.118,0.11
2917,YHR188C,chrVIII,482005,483837,149,64,38,1833,0.0812875068194,0.128,0.076
2918,YHR189W,chrVIII,484028,484600,39,34,36,573,0.0680628272251,0.068,0.072
2919,YHR190W,chrVIII,484845,486179,122,30,44,1335,0.0913857677903,0.06,0.088
2920,YHR191C,chrVIII,486230,486631,33,52,46,402,0.0820895522388,0.104,0.092
2921,YHR192W,chrVIII,486826,487662,66,45,43,837,0.078853046595,0.09,0.086
2922,YHR193C,chrVIII,487712,488236,39,40,45,525,0.0742857142857,0.08,0.09
2923,YHR193C-A,chrVIII,488653,489027,35,43,52,375,0.0933333333333,0.086,0.104
2924,YHR194W,chrVIII,488657,490396,151,43,53,1740,0.0867816091954,0.086,0.106
2925,YHR195W,chrVIII,490747,491712,84,43,52,966,0.0869565217391,0.086,0.104
2926,YHR196W,chrVIII,491931,493658,191,45,60,1728,0.110532407407,0.09,0.12
2927,YHR197W,chrVIII,493896,496187,221,64,65,2292,0.0964223385689,0.128,0.13
2928,YHR198C,chrVIII,496315,497280,99,53,45,966,0.10248447205,0.106,0.09
2929,YHR199C,chrVIII,497490,498422,66,43,37,933,0.0707395498392,0.086,0.074
2930,YHR199C-A,chrVIII,498571,498859,14,44,37,289,0.0484429065744,0.088,0.074
2931,YHR200W,chrVIII,499079,499885,53,30,40,807,0.0656753407683,0.06,0.08
2932,YHR201C,chrVIII,499950,501143,121,35,62,1194,0.101340033501,0.07,0.124
2933,YHR202W,chrVIII,502388,504196,159,46,66,1809,0.0878938640133,0.092,0.132
2934,YHR203C,chrVIII,504476,505530,96,64,35,1055,0.0909952606635,0.128,0.07
2935,YHR204W,chrVIII,506319,508709,211,42,41,2391,0.0882475951485,0.084,0.082
2936,YHR205W,chrVIII,509363,511837,214,45,52,2475,0.0864646464646,0.09,0.104
2937,YHR206W,chrVIII,512732,514600,187,43,54,1869,0.100053504548,0.086,0.108
2938,YHR207C,chrVIII,514905,516485,160,55,48,1581,0.101201771031,0.11,0.096
2939,YHR208W,chrVIII,517532,518713,92,46,49,1182,0.077834179357,0.092,0.098
2940,YHR209W,chrVIII,519437,520312,91,48,67,876,0.103881278539,0.096,0.134
2941,YHR210C,chrVIII,520712,521737,87,72,40,1026,0.0847953216374,0.144,0.08
2942,YHR211W,chrVIII,525392,528619,231,44,63,3228,0.07156133829,0.088,0.126
2943,YHR212C,chrVIII,537759,538094,32,47,42,336,0.0952380952381,0.094,0.084
2944,YHR212W-A,chrVIII,538742,538945,20,46,44,204,0.0980392156863,0.092,0.088
2945,YHR213W,chrVIII,539151,539747,46,55,41,597,0.0770519262982,0.11,0.082
2946,YHR213W-A,chrVIII,540549,540782,17,46,25,234,0.0726495726496,0.092,0.05
2947,YHR213W-B,chrVIII,540800,541099,11,43,44,300,0.0366666666667,0.086,0.088
2948,YHR214W,chrVIII,541651,542262,39,44,31,612,0.0637254901961,0.088,0.062
2949,YHR214W-A,chrVIII,543008,543493,30,21,60,486,0.0617283950617,0.042,0.12
2950,YHR214C-D,chrVIII,550648,550941,21,45,47,294,0.0714285714286,0.09,0.094
2951,YHR214C-E,chrVIII,551200,551499,28,43,49,300,0.0933333333333,0.086,0.098
2952,YHR215W,chrVIII,552099,553502,107,50,49,1404,0.0762108262108,0.1,0.098
2953,YHR216W,chrVIII,554396,555967,140,53,53,1572,0.089058524173,0.106,0.106
2954,YHR217C,chrVIII,556581,557042,21,56,36,462,0.0454545454545,0.112,0.072
2955,YHR218W,chrVIII,558014,559924,137,51,31,1911,0.0716902145474,0.102,0.062
2956,YHR218W-A,chrVIII,559932,560249,23,29,18,318,0.0723270440252,0.058,0.036
2957,YHR219W,chrVIII,560173,562047,106,35,35,1875,0.0565333333333,0.07,0.07
2958,YHR219C-A,chrVIII,561199,561681,30,29,41,483,0.0621118012422,0.058,0.082
2959,YIL177C,chrIX,483,6147,394,31,52,5665,0.0695498676081,0.062,0.104
2960,YIL177W-A,chrIX,846,1328,28,41,31,483,0.0579710144928,0.082,0.062
2961,YIL176C,chrIX,8793,9155,20,50,48,363,0.0550964187328,0.1,0.096
2962,YIL173W,chrIX,11492,16141,455,53,58,4650,0.0978494623656,0.106,0.116
2963,YIL172C,chrIX,16784,18553,139,67,38,1770,0.0785310734463,0.134,0.076
2964,YIL171W-A,chrIX,18260,18712,38,35,36,453,0.083885209713,0.07,0.072
2965,YIL169C,chrIX,23119,26106,187,49,49,2988,0.0625836680054,0.098,0.098
2966,YIL166C,chrIX,30938,32566,151,43,42,1629,0.0926949048496,0.086,0.084
2967,YIL165C,chrIX,33718,34077,27,64,41,360,0.075,0.128,0.082
2968,YIL164C,chrIX,34087,34686,47,43,49,600,0.0783333333333,0.086,0.098
2969,YIL163C,chrIX,36899,37252,33,44,34,354,0.0932203389831,0.088,0.068
2970,YIL162W,chrIX,37385,38983,143,44,58,1599,0.0894308943089,0.088,0.116
2971,YIL161W,chrIX,39433,40140,68,59,39,708,0.0960451977401,0.118,0.078
2972,YIL160C,chrIX,40191,41444,101,62,37,1254,0.0805422647528,0.124,0.074
2973,YIL159W,chrIX,41825,45952,429,42,58,4128,0.103924418605,0.084,0.116
2974,YIL158W,chrIX,46201,46815,41,67,47,615,0.0666666666667,0.134,0.094
2975,YIL157C,chrIX,46949,47542,38,48,47,594,0.0639730639731,0.096,0.094
2976,YIL156W-A,chrIX,47292,47693,26,48,47,402,0.0646766169154,0.096,0.094
2977,YIL156W-B,chrIX,47690,47973,27,35,48,284,0.0950704225352,0.07,0.096
2978,YIL156W,chrIX,48091,51306,307,51,69,3216,0.095460199005,0.102,0.138
2979,YIL155C,chrIX,51759,53708,132,71,33,1950,0.0676923076923,0.142,0.066
2980,YIL154C,chrIX,53981,55021,53,35,36,1041,0.0509125840538,0.07,0.072
2981,YIL153W,chrIX,55198,56379,81,33,41,1182,0.0685279187817,0.066,0.082
2982,YIL152W,chrIX,56545,57252,59,48,53,708,0.0833333333333,0.096,0.106
2983,YIL151C,chrIX,57338,60694,340,50,41,3357,0.10128090557,0.1,0.082
2984,YIL150C,chrIX,61013,62728,150,36,48,1716,0.0874125874126,0.072,0.096
2985,YIL149C,chrIX,63028,68067,471,49,31,5040,0.0934523809524,0.098,0.062
2986,YIL148W,chrIX,68708,69528,92,39,55,821,0.112058465286,0.078,0.11
2987,YIL147C,chrIX,69791,73453,338,49,50,3663,0.0922740922741,0.098,0.1
2988,YIL146C,chrIX,74184,75773,145,58,55,1590,0.0911949685535,0.116,0.11
2989,YIL145C,chrIX,76354,77283,78,52,54,930,0.0838709677419,0.104,0.108
2990,YIL144W,chrIX,78074,80149,241,46,53,2076,0.116088631985,0.092,0.106
2991,YIL143C,chrIX,80510,83041,237,67,49,2532,0.0936018957346,0.134,0.098
2992,YIL142C-A,chrIX,83208,83540,25,47,51,333,0.0750750750751,0.094,0.102
2993,YIL142W,chrIX,83302,84885,143,49,49,1584,0.0902777777778,0.098,0.098
2994,YIL141W,chrIX,85053,85442,34,42,49,390,0.0871794871795,0.084,0.098
2995,YIL140W,chrIX,85366,87837,220,49,53,2472,0.088996763754,0.098,0.106
2996,YIL139C,chrIX,87979,88716,84,46,47,738,0.113821138211,0.092,0.094
2997,YIL138C,chrIX,89230,89715,36,49,53,486,0.0740740740741,0.098,0.106
2998,YIL137C,chrIX,89948,92788,274,48,56,2841,0.0964449137628,0.096,0.112
2999,YIL136W,chrIX,93619,94800,84,46,58,1182,0.0710659898477,0.092,0.116
3000,YIL135C,chrIX,95065,96375,110,50,49,1311,0.0839054157132,0.1,0.098
3001,YIL134C-A,chrIX,96522,96725,25,39,45,204,0.122549019608,0.078,0.09
3002,YIL134W,chrIX,97395,98330,75,51,53,936,0.0801282051282,0.102,0.106
3003,YIL133C,chrIX,98527,99416,84,59,43,890,0.0943820224719,0.118,0.086
3004,YIL132C,chrIX,99860,100501,63,39,44,642,0.0981308411215,0.078,0.088
3005,YIL131C,chrIX,100781,102235,125,48,55,1455,0.085910652921,0.096,0.11
3006,YIL130W,chrIX,102782,105676,282,54,69,2895,0.0974093264249,0.108,0.138
3007,YIL129C,chrIX,106107,113237,696,70,50,7131,0.0976020193521,0.14,0.1
3008,YIL128W,chrIX,113806,116904,338,46,51,3099,0.10906744111,0.092,0.102
3009,YIL127C,chrIX,117024,117644,59,49,46,621,0.0950080515298,0.098,0.092
3010,YIL126W,chrIX,117992,122071,396,49,43,4080,0.0970588235294,0.098,0.086
3011,YIL125W,chrIX,122689,125733,299,40,62,3045,0.0981937602627,0.08,0.124
3012,YIL124W,chrIX,126204,127097,75,66,63,894,0.0838926174497,0.132,0.126
3013,YIL123W,chrIX,127662,129581,146,58,52,1920,0.0760416666667,0.116,0.104
3014,YIL122W,chrIX,130610,131665,76,46,52,1056,0.0719696969697,0.092,0.104
3015,YIL121W,chrIX,132244,133872,132,52,46,1629,0.0810313075506,0.104,0.092
3016,YIL120W,chrIX,134417,136108,140,50,52,1692,0.0827423167849,0.1,0.104
3017,YIL119C,chrIX,136654,137877,141,52,49,1224,0.115196078431,0.104,0.098
3018,YIL118W,chrIX,139752,140447,56,40,52,696,0.0804597701149,0.08,0.104
3019,YIL117C,chrIX,140613,141569,89,42,46,957,0.0929989550679,0.084,0.092
3020,YIL116W,chrIX,142928,144085,111,54,63,1158,0.0958549222798,0.108,0.126
3021,YIL115W-A,chrIX,144268,144639,42,65,51,372,0.112903225806,0.13,0.102
3022,YIL115C,chrIX,144327,148709,411,68,46,4383,0.0937713894593,0.136,0.092
3023,YIL114C,chrIX,149143,149988,69,49,40,846,0.0815602836879,0.098,0.08
3024,YIL113W,chrIX,150559,151188,43,40,50,630,0.068253968254,0.08,0.1
3025,YIL112W,chrIX,151595,154846,303,45,52,3252,0.0931734317343,0.09,0.104
3026,YIL111W,chrIX,155222,155765,55,48,44,544,0.101102941176,0.096,0.088
3027,YIL110W,chrIX,156045,157178,103,48,53,1134,0.0908289241623,0.096,0.106
3028,YIL109C,chrIX,157385,160165,244,47,38,2781,0.0877382236606,0.094,0.076
3029,YIL108W,chrIX,160887,162977,152,45,58,2091,0.0726924916308,0.09,0.116
3030,YIL107C,chrIX,163278,165761,236,53,53,2484,0.0950080515298,0.106,0.106
3031,YIL106W,chrIX,166415,167444,99,63,59,1030,0.0961165048544,0.126,0.118
3032,YIL105C,chrIX,167581,169641,211,49,37,2061,0.102377486657,0.098,0.074
3033,YIL105W-A,chrIX,167664,167804,14,54,57,141,0.0992907801418,0.108,0.114
3034,YIL104C,chrIX,169982,171505,140,34,53,1524,0.0918635170604,0.068,0.106
3035,YIL103W,chrIX,171751,173028,108,62,50,1278,0.0845070422535,0.124,0.1
3036,YIL102C-A,chrIX,173365,173592,21,51,42,228,0.0921052631579,0.102,0.084
3037,YIL102C,chrIX,174582,174887,27,50,59,306,0.0882352941176,0.1,0.118
3038,YIL101C,chrIX,175307,177250,152,57,50,1944,0.0781893004115,0.114,0.1
3039,YIL100C-A,chrIX,177343,177681,40,38,36,339,0.117994100295,0.076,0.072
3040,YIL100W,chrIX,177373,177726,36,41,38,354,0.101694915254,0.082,0.076
3041,YIL099W,chrIX,178004,179653,121,25,50,1650,0.0733333333333,0.05,0.1
3042,YIL098C,chrIX,179772,180239,39,52,62,468,0.0833333333333,0.104,0.124
3043,YIL097W,chrIX,180427,181977,175,44,53,1551,0.112830431979,0.088,0.106
3044,YIL096C,chrIX,182117,183127,114,62,48,1011,0.112759643917,0.124,0.096
3045,YIL095W,chrIX,183937,186369,244,54,43,2433,0.100287710645,0.108,0.086
3046,YIL094C,chrIX,186517,187632,92,54,40,1116,0.0824372759857,0.108,0.08
3047,YIL093C,chrIX,187990,188784,55,48,44,795,0.0691823899371,0.096,0.088
3048,YIL092W,chrIX,189066,190967,188,43,59,1902,0.0988433228181,0.086,0.118
3049,YIL091C,chrIX,191030,193195,227,45,32,2166,0.104801477378,0.09,0.064
3050,YIL090W,chrIX,193595,195070,155,29,55,1476,0.105013550136,0.058,0.11
3051,YIL089W,chrIX,195599,196216,71,55,68,618,0.114886731392,0.11,0.136
3052,YIL088C,chrIX,197931,199403,129,47,35,1473,0.0875763747454,0.094,0.07
3053,YIL087C,chrIX,199646,200119,33,37,59,474,0.0696202531646,0.074,0.118
3054,YIL086C,chrIX,200153,200461,37,39,46,309,0.119741100324,0.078,0.092
3055,YIL085C,chrIX,200490,202043,145,59,33,1554,0.0933075933076,0.118,0.066
3056,YIL084C,chrIX,202276,203259,87,39,47,984,0.0884146341463,0.078,0.094
3057,YIL083C,chrIX,203556,204653,98,56,50,1098,0.0892531876138,0.112,0.1
3058,YIL082W,chrIX,205635,206507,73,47,43,873,0.0836197021764,0.094,0.086
3059,YIL079C,chrIX,210923,212005,100,47,50,1083,0.0923361034164,0.094,0.1
3060,YIL078W,chrIX,212499,214703,209,49,51,2205,0.0947845804989,0.098,0.102
3061,YIL077C,chrIX,214991,215953,79,57,40,963,0.0820353063344,0.114,0.08
3062,YIL076W,chrIX,216658,217548,80,47,49,891,0.0897867564534,0.094,0.098
3063,YIL075C,chrIX,217863,220700,257,52,43,2838,0.0905567300916,0.104,0.086
3064,YIL074C,chrIX,221081,222490,123,44,52,1410,0.0872340425532,0.088,0.104
3065,YIL073C,chrIX,222937,225954,336,46,54,3018,0.111332007952,0.092,0.108
3066,YIL072W,chrIX,226602,228419,186,52,57,1818,0.102310231023,0.104,0.114
3067,YIL071W-A,chrIX,228550,229026,53,56,66,477,0.111111111111,0.112,0.132
3068,YIL071C,chrIX,228660,229994,157,56,59,1335,0.117602996255,0.112,0.118
3069,YIL070C,chrIX,230272,231072,83,56,60,801,0.103620474407,0.112,0.12
3070,YIL069C,chrIX,231553,232369,62,63,48,817,0.0758873929009,0.126,0.096
3071,YIL068W-A,chrIX,233013,233396,32,50,48,384,0.0833333333333,0.1,0.096
3072,YIL068C,chrIX,233057,235474,246,51,52,2418,0.101736972705,0.102,0.104
3073,YIL067C,chrIX,235724,237760,175,55,46,2037,0.085910652921,0.11,0.092
3074,YIL066W-A,chrIX,237366,237809,47,39,48,444,0.105855855856,0.078,0.096
3075,YIL066C,chrIX,238099,240708,239,53,27,2610,0.0915708812261,0.106,0.054
3076,YIL065C,chrIX,241308,241775,38,36,37,468,0.0811965811966,0.072,0.074
3077,YIL064W,chrIX,241943,242716,66,40,54,774,0.0852713178295,0.08,0.108
3078,YIL063C,chrIX,242761,243744,87,47,51,984,0.0884146341463,0.094,0.102
3079,YIL062C,chrIX,243998,244462,30,51,29,465,0.0645161290323,0.102,0.058
3080,YIL061C,chrIX,244657,245559,79,33,59,903,0.0874861572536,0.066,0.118
3081,YIL060W,chrIX,246392,246826,48,63,46,435,0.110344827586,0.126,0.092
3082,YIL059C,chrIX,246550,246915,32,65,45,366,0.0874316939891,0.13,0.09
3083,YIL058W,chrIX,246914,247198,22,51,48,285,0.0771929824561,0.102,0.096
3084,YIL057C,chrIX,247902,248396,49,51,37,495,0.0989898989899,0.102,0.074
3085,YIL056W,chrIX,249991,251913,172,36,52,1923,0.0894435777431,0.072,0.104
3086,YIL055C,chrIX,252042,253925,160,55,29,1884,0.0849256900212,0.11,0.058
3087,YIL054W,chrIX,254543,254860,29,32,53,318,0.0911949685535,0.064,0.106
3088,YIL053W,chrIX,255115,255867,67,56,50,753,0.0889774236388,0.112,0.1
3089,YIL052C,chrIX,256226,257063,90,46,39,838,0.107398568019,0.092,0.078
3090,YIL051C,chrIX,257843,258280,44,46,50,438,0.100456621005,0.092,0.1
3091,YIL050W,chrIX,258913,259770,86,46,56,858,0.100233100233,0.092,0.112
3092,YIL049W,chrIX,260158,260919,86,52,56,762,0.112860892388,0.104,0.112
3093,YIL048W,chrIX,261437,264892,356,56,56,3456,0.103009259259,0.112,0.112
3094,YIL047C-A,chrIX,265099,265467,38,52,52,369,0.10298102981,0.104,0.104
3095,YIL047C,chrIX,265115,267823,216,53,35,2709,0.0797342192691,0.106,0.07
3096,YIL046W-A,chrIX,268309,268473,12,33,40,165,0.0727272727273,0.066,0.08
3097,YIL046W,chrIX,268651,270573,139,39,49,1923,0.0722828913157,0.078,0.098
3098,YIL045W,chrIX,271161,272777,183,50,50,1617,0.113172541744,0.1,0.1
3099,YIL044C,chrIX,272950,273846,81,56,48,897,0.0903010033445,0.112,0.096
3100,YIL043C,chrIX,274072,274926,71,48,41,855,0.0830409356725,0.096,0.082
3101,YIL042C,chrIX,275108,276292,80,49,35,1185,0.0675105485232,0.098,0.07
3102,YIL041W,chrIX,276525,277505,67,30,55,981,0.0682976554536,0.06,0.11
3103,YIL040W,chrIX,277723,278139,48,49,65,417,0.115107913669,0.098,0.13
3104,YIL039W,chrIX,278426,279847,146,71,66,1422,0.102672292546,0.142,0.132
3105,YIL038C,chrIX,280142,282652,243,64,61,2511,0.0967741935484,0.128,0.122
3106,YIL037C,chrIX,283029,284999,206,65,54,1971,0.104515474378,0.13,0.108
3107,YIL036W,chrIX,285666,287429,154,56,53,1764,0.0873015873016,0.112,0.106
3108,YIL035C,chrIX,287790,288908,127,55,51,1119,0.113494191242,0.11,0.102
